description	biosample	sra	organism	host	date	location	   elevation	lat_lon
SGD_068_ITS	SAMD00100256	DRS065671	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_069_ITS	SAMD00100257	DRS065672	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_070_ITS	SAMD00100258	DRS065673	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_071_ITS	SAMD00100259	DRS065674	rhizosphere metagenome	Cornaceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_072_ITS	SAMD00100260	DRS065675	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_073_ITS	SAMD00100261	DRS065676	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_074_ITS	SAMD00100262	DRS065677	rhizosphere metagenome	Euonymus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_075_ITS	SAMD00100263	DRS065678	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_076_ITS	SAMD00100264	DRS065679	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_077_ITS	SAMD00100265	DRS065680	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_078_ITS	SAMD00100266	DRS065681	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_079_ITS	SAMD00100267	DRS065682	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_080_ITS	SAMD00100268	DRS065683	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_081_ITS	SAMD00100269	DRS065684	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_082_ITS	SAMD00100270	DRS065685	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_083_ITS	SAMD00100271	DRS065686	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_084_ITS	SAMD00100272	DRS065687	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_085_ITS	SAMD00100273	DRS065688	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_086_ITS	SAMD00100274	DRS065689	rhizosphere metagenome	Salix	2012-10	Sugadaira	1437	36.554 138.351
SGD_087_ITS	SAMD00100275	DRS065690	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_088_ITS	SAMD00100276	DRS065691	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_089_ITS	SAMD00100277	DRS065692	rhizosphere metagenome	Viola_2	2012-10	Sugadaira	1437	36.554 138.351
SGD_090_ITS	SAMD00100278	DRS065693	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_091_ITS	SAMD00100279	DRS065694	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_092_ITS	SAMD00100280	DRS065695	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_093_ITS	SAMD00100281	DRS065696	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_095_ITS	SAMD00100282	DRS065697	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_062_rbcL	SAMD00103166	DRS068581	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_064_rbcL	SAMD00103167	DRS068582	rhizosphere metagenome	Veronicastrum	2012-10	Sugadaira	1437	36.554 138.351
SGD_065_rbcL	SAMD00103168	DRS068583	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_066_rbcL	SAMD00103169	DRS068584	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_067_rbcL	SAMD00103170	DRS068585	rhizosphere metagenome	Schisandra	2012-10	Sugadaira	1437	36.554 138.351
SGD_068_rbcL	SAMD00103171	DRS068586	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_069_rbcL	SAMD00103172	DRS068587	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_071_rbcL	SAMD00103173	DRS068588	rhizosphere metagenome	Cornaceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_072_rbcL	SAMD00103174	DRS068589	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_073_rbcL	SAMD00103175	DRS068590	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_074_rbcL	SAMD00103176	DRS068591	rhizosphere metagenome	Euonymus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_075_rbcL	SAMD00103177	DRS068592	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_077_rbcL	SAMD00103178	DRS068593	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_078_rbcL	SAMD00103179	DRS068594	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_079_rbcL	SAMD00103180	DRS068595	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_080_rbcL	SAMD00103181	DRS068596	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_082_rbcL	SAMD00103182	DRS068597	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_083_rbcL	SAMD00103183	DRS068598	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_084_rbcL	SAMD00103184	DRS068599	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_085_rbcL	SAMD00103185	DRS068600	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_086_rbcL	SAMD00103186	DRS068601	rhizosphere metagenome	Salix	2012-10	Sugadaira	1437	36.554 138.351
SGD_088_rbcL	SAMD00103187	DRS068602	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_089_rbcL	SAMD00103188	DRS068603	rhizosphere metagenome	Viola_2	2012-10	Sugadaira	1437	36.554 138.351
SGD_091_rbcL	SAMD00103189	DRS068604	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_092_rbcL	SAMD00103190	DRS068605	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_093_rbcL	SAMD00103191	DRS068606	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_094_rbcL	SAMD00103192	DRS068607	rhizosphere metagenome	Dioscorea_2	2012-10	Sugadaira	1437	36.554 138.351
SGD_095_rbcL	SAMD00103193	DRS068608	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_031_ITS	SAMD00100219	DRS065634	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_032_ITS	SAMD00100220	DRS065635	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_033_ITS	SAMD00100221	DRS065636	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_034_ITS	SAMD00100222	DRS065637	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_035_ITS	SAMD00100223	DRS065638	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_036_ITS	SAMD00100224	DRS065639	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_037_ITS	SAMD00100225	DRS065640	rhizosphere metagenome	Asparagaceae_2	2012-10	Sugadaira	1437	36.554 138.351
SGD_038_ITS	SAMD00100226	DRS065641	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_039_ITS	SAMD00100227	DRS065642	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_040_ITS	SAMD00100228	DRS065643	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_041_ITS	SAMD00100229	DRS065644	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_042_ITS	SAMD00100230	DRS065645	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_043_ITS	SAMD00100231	DRS065646	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_044_ITS	SAMD00100232	DRS065647	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_045_ITS	SAMD00100233	DRS065648	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_046_ITS	SAMD00100234	DRS065649	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_047_ITS	SAMD00100235	DRS065650	rhizosphere metagenome	Hylodesmum	2012-10	Sugadaira	1437	36.554 138.351
SGD_048_ITS	SAMD00100236	DRS065651	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_049_ITS	SAMD00100237	DRS065652	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_050_ITS	SAMD00100238	DRS065653	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_051_ITS	SAMD00100239	DRS065654	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_052_ITS	SAMD00100240	DRS065655	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_053_ITS	SAMD00100241	DRS065656	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_054_ITS	SAMD00100242	DRS065657	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_055_ITS	SAMD00100243	DRS065658	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_056_ITS	SAMD00100244	DRS065659	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_057_ITS	SAMD00100245	DRS065660	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_058_ITS	SAMD00100246	DRS065661	rhizosphere metagenome	Veronicastrum	2012-10	Sugadaira	1437	36.554 138.351
SGD_059_ITS	SAMD00100247	DRS065662	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_060_ITS	SAMD00100248	DRS065663	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_061_ITS	SAMD00100249	DRS065664	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_062_ITS	SAMD00100250	DRS065665	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_031_rbcL	SAMD00103138	DRS068553	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_032_rbcL	SAMD00103139	DRS068554	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_034_rbcL	SAMD00103140	DRS068555	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_035_rbcL	SAMD00103141	DRS068556	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_036_rbcL	SAMD00103142	DRS068557	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_038_rbcL	SAMD00103143	DRS068558	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_039_rbcL	SAMD00103144	DRS068559	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_040_rbcL	SAMD00103145	DRS068560	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_041_rbcL	SAMD00103146	DRS068561	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_042_rbcL	SAMD00103147	DRS068562	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_043_rbcL	SAMD00103148	DRS068563	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_044_rbcL	SAMD00103149	DRS068564	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_045_rbcL	SAMD00103150	DRS068565	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_046_rbcL	SAMD00103151	DRS068566	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_047_rbcL	SAMD00103152	DRS068567	rhizosphere metagenome	Hylodesmum	2012-10	Sugadaira	1437	36.554 138.351
SGD_049_rbcL	SAMD00103153	DRS068568	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_050_rbcL	SAMD00103154	DRS068569	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_051_rbcL	SAMD00103155	DRS068570	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_052_rbcL	SAMD00103156	DRS068571	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_053_rbcL	SAMD00103157	DRS068572	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_054_rbcL	SAMD00103158	DRS068573	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_055_rbcL	SAMD00103159	DRS068574	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_056_rbcL	SAMD00103160	DRS068575	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_057_rbcL	SAMD00103161	DRS068576	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_058_rbcL	SAMD00103162	DRS068577	rhizosphere metagenome	Veronicastrum	2012-10	Sugadaira	1437	36.554 138.351
SGD_059_rbcL	SAMD00103163	DRS068578	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_060_rbcL	SAMD00103164	DRS068579	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_061_rbcL	SAMD00103165	DRS068580	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
TES_382_ITS	SAMD00100187	DRS068580	rhizosphere metagenome	Hydrangeaceae_3	2012-08	Teshio	95	45.042 142.022
TES_383_ITS	SAMD00100188	DRS068580	rhizosphere metagenome	Hydrangeaceae_3	2012-08	Teshio	95	45.042 142.022
SGD_001_ITS	SAMD00100189	DRS068580	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_002_ITS	SAMD00100190	DRS068580	rhizosphere metagenome	Salix	2012-10	Sugadaira	1437	36.554 138.351
SGD_003_ITS	SAMD00100191	DRS068580	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_004_ITS	SAMD00100192	DRS068580	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_005_ITS	SAMD00100193	DRS068580	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_006_ITS	SAMD00100194	DRS068580	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_007_ITS	SAMD00100195	DRS068580	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_008_ITS	SAMD00100196	DRS065611	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_009_ITS	SAMD00100197	DRS065612	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_010_ITS	SAMD00100198	DRS065613	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_011_ITS	SAMD00100199	DRS065614	rhizosphere metagenome	Poaceae_5	2012-10	Sugadaira	1437	36.554 138.351
SGD_012_ITS	SAMD00100200	DRS065615	rhizosphere metagenome	Poaceae_5	2012-10	Sugadaira	1437	36.554 138.351
SGD_013_ITS	SAMD00100201	DRS065616	rhizosphere metagenome	Asteraceae_4	2012-10	Sugadaira	1437	36.554 138.351
SGD_014_ITS	SAMD00100202	DRS065617	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_015_ITS	SAMD00100203	DRS065618	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_016_ITS	SAMD00100204	DRS065619	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_017_ITS	SAMD00100205	DRS065620	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_018_ITS	SAMD00100206	DRS065621	rhizosphere metagenome	Lysimachia	2012-10	Sugadaira	1437	36.554 138.351
SGD_019_ITS	SAMD00100207	DRS065622	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_020_ITS	SAMD00100208	DRS065623	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_021_ITS	SAMD00100209	DRS065624	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_022_ITS	SAMD00100210	DRS065625	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_023_ITS	SAMD00100211	DRS065626	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_024_ITS	SAMD00100212	DRS065627	rhizosphere metagenome	Viola_2	2012-10	Sugadaira	1437	36.554 138.351
SGD_025_ITS	SAMD00100213	DRS065628	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_026_ITS	SAMD00100214	DRS065629	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_027_ITS	SAMD00100215	DRS065630	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_028_ITS	SAMD00100216	DRS065631	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_029_ITS	SAMD00100217	DRS065632	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_030_ITS	SAMD00100218	DRS065633	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
TES_382_rbcL	SAMD00103110	DRS068525	rhizosphere metagenome	Hydrangeaceae_3	2012-08	Teshio	95	45.042 142.022
TES_383_rbcL	SAMD00103111	DRS068526	rhizosphere metagenome	Hydrangeaceae_3	2012-08	Teshio	95	45.042 142.022
SGD_001_rbcL	SAMD00103112	DRS068527	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_002_rbcL	SAMD00103113	DRS068528	rhizosphere metagenome	Salix	2012-10	Sugadaira	1437	36.554 138.351
SGD_003_rbcL	SAMD00103114	DRS068529	rhizosphere metagenome	Tilia	2012-10	Sugadaira	1437	36.554 138.351
SGD_004_rbcL	SAMD00103115	DRS068530	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_006_rbcL	SAMD00103116	DRS068531	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_007_rbcL	SAMD00103117	DRS068532	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_008_rbcL	SAMD00103118	DRS068533	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_009_rbcL	SAMD00103119	DRS068534	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_012_rbcL	SAMD00103120	DRS068535	rhizosphere metagenome	Poaceae_5	2012-10	Sugadaira	1437	36.554 138.351
SGD_013_rbcL	SAMD00103121	DRS068536	rhizosphere metagenome	Asteraceae_4	2012-10	Sugadaira	1437	36.554 138.351
SGD_015_rbcL	SAMD00103122	DRS068537	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_016_rbcL	SAMD00103123	DRS068538	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_017_rbcL	SAMD00103124	DRS068539	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_018_rbcL	SAMD00103125	DRS068540	rhizosphere metagenome	Lysimachia	2012-10	Sugadaira	1437	36.554 138.351
SGD_019_rbcL	SAMD00103126	DRS068541	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_020_rbcL	SAMD00103127	DRS068542	rhizosphere metagenome	missing	2012-10	Sugadaira	1437	36.554 138.351
SGD_021_rbcL	SAMD00103128	DRS068543	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_022_rbcL	SAMD00103129	DRS068544	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_023_rbcL	SAMD00103130	DRS068545	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_024_rbcL	SAMD00103131	DRS068546	rhizosphere metagenome	Viola_2	2012-10	Sugadaira	1437	36.554 138.351
SGD_025_rbcL	SAMD00103132	DRS068547	rhizosphere metagenome	Solidago	2012-10	Sugadaira	1437	36.554 138.351
SGD_026_rbcL	SAMD00103133	DRS068548	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_027_rbcL	SAMD00103134	DRS068549	rhizosphere metagenome	Quercus_1	2012-10	Sugadaira	1437	36.554 138.351
SGD_028_rbcL	SAMD00103135	DRS068550	rhizosphere metagenome	Celastraceae	2012-10	Sugadaira	1437	36.554 138.351
SGD_029_rbcL	SAMD00103136	DRS068551	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
SGD_030_rbcL	SAMD00103137	DRS068552	rhizosphere metagenome	Betula	2012-10	Sugadaira	1437	36.554 138.351
TES_351_ITS	SAMD00100157	DRS065572	rhizosphere metagenome	Poaceae_1	2012-08	Teshio	95	45.042 142.022
TES_352_ITS	SAMD00100158	DRS065573	rhizosphere metagenome	Solidago	2012-08	Teshio	95	45.042 142.022
TES_354_ITS	SAMD00100159	DRS065574	rhizosphere metagenome	Hydrangeaceae_3	2012-08	Teshio	95	45.042 142.022
TES_355_ITS	SAMD00100160	DRS065575	rhizosphere metagenome	Abies	2012-08	Teshio	95	45.042 142.022
TES_356_ITS	SAMD00100161	DRS065576	rhizosphere metagenome	Abies	2012-08	Teshio	95	45.042 142.022
TES_357_ITS	SAMD00100162	DRS065577	rhizosphere metagenome	missing	2012-08	Teshio	95	45.042 142.022
TES_358_ITS	SAMD00100163	DRS065578	rhizosphere metagenome	Hydrangeaceae_2	2012-08	Teshio	95	45.042 142.022
TES_359_ITS	SAMD00100164	DRS065579	rhizosphere metagenome	Gentianaceae	2012-08	Teshio	95	45.042 142.022
TES_360_ITS	SAMD00100165	DRS065580	rhizosphere metagenome	Hydrangeaceae_3	2012-08	Teshio	95	45.042 142.022
TES_361_ITS	SAMD00100166	DRS065581	rhizosphere metagenome	missing	2012-08	Teshio	95	45.042 142.022
TES_362_ITS	SAMD00100167	DRS065582	rhizosphere metagenome	Hydrangeaceae_3	2012-08	Teshio	95	45.042 142.022
TES_363_ITS	SAMD00100168	DRS065583	rhizosphere metagenome	missing	2012-08	Teshio	95	45.042 142.022
TES_364_ITS	SAMD00100169	DRS065584	rhizosphere metagenome	Hydrangeaceae_2	2012-08	Teshio	95	45.042 142.022
TES_365_ITS	SAMD00100170	DRS065585	rhizosphere metagenome	Picea	2012-08	Teshio	95	45.042 142.022
TES_366_ITS	SAMD00100171	DRS065586	rhizosphere metagenome	Hydrangeaceae_3	2012-08	Teshio	95	45.042 142.022
TES_367_ITS	SAMD00100172	DRS065587	rhizosphere metagenome	Acer	2012-08	Teshio	95	45.042 142.022
TES_368_ITS	SAMD00100173	DRS065588	rhizosphere metagenome	Hydrangeaceae_3	2012-08	Teshio	95	45.042 142.022
TES_369_ITS	SAMD00100174	DRS065589	rhizosphere metagenome	Hydrangeaceae_3	2012-08	Teshio	95	45.042 142.022
TES_370_ITS	SAMD00100175	DRS065590	rhizosphere metagenome	Poaceae_1	2012-08	Teshio	95	45.042 142.022
TES_371_ITS	SAMD00100176	DRS065591	rhizosphere metagenome	Hydrangeaceae_3	2012-08	Teshio	95	45.042 142.022
TES_372_ITS	SAMD00100177	DRS065592	rhizosphere metagenome	Hydrangeaceae_3	2012-08	Teshio	95	45.042 142.022
TES_373_ITS	SAMD00100178	DRS065593	rhizosphere metagenome	Picea	2012-08	Teshio	95	45.042 142.022
TES_374_ITS	SAMD00100179	DRS065594	rhizosphere metagenome	missing	2012-08	Teshio	95	45.042 142.022
TES_375_ITS	SAMD00100180	DRS065595	rhizosphere metagenome	missing	2012-08	Teshio	95	45.042 142.022
TES_376_ITS	SAMD00100181	DRS065596	rhizosphere metagenome	missing	2012-08	Teshio	95	45.042 142.022
TES_377_ITS	SAMD00100182	DRS065597	rhizosphere metagenome	Hydrangeaceae_2	2012-08	Teshio	95	45.042 142.022
TES_378_ITS	SAMD00100183	DRS065598	rhizosphere metagenome	Poaceae_1	2012-08	Teshio	95	45.042 142.022
TES_379_ITS	SAMD00100184	DRS065598	rhizosphere metagenome	missing	2012-08	Teshio	95	45.042 142.022
TES_380_ITS	SAMD00100185	DRS065598	rhizosphere metagenome	Picea	2012-08	Teshio	95	45.042 142.022
TES_381_ITS	SAMD00100186	DRS065598	rhizosphere metagenome	Hydrangeaceae_3	2012-08	Teshio	95	45.042 142.022
TES_350_rbcL	SAMD00103080	DRS068495	rhizosphere metagenome	Toxicodendron_2	2012-08	Teshio	95	45.042 142.022
TES_351_rbcL	SAMD00103081	DRS068496	rhizosphere metagenome	Poaceae_1	2012-08	Teshio	95	45.042 142.022
TES_352_rbcL	SAMD00103082	DRS068497	rhizosphere metagenome	Solidago	2012-08	Teshio	95	45.042 142.022
TES_354_rbcL	SAMD00103083	DRS068498	rhizosphere metagenome	Hydrangeaceae_3	2012-08	Teshio	95	45.042 142.022
TES_355_rbcL	SAMD00103084	DRS068499	rhizosphere metagenome	Abies	2012-08	Teshio	95	45.042 142.022
TES_356_rbcL	SAMD00103085	DRS068500	rhizosphere metagenome	Abies	2012-08	Teshio	95	45.042 142.022
TES_357_rbcL	SAMD00103086	DRS068501	rhizosphere metagenome	missing	2012-08	Teshio	95	45.042 142.022
TES_358_rbcL	SAMD00103087	DRS068502	rhizosphere metagenome	Hydrangeaceae_2	2012-08	Teshio	95	45.042 142.022
